# l TT EE TE
1.924000000000000000e+03 2.383774222699321399e+02 1.126580888347869625e+01 -1.204290523234779897e+01
1.925000000000000000e+03 2.379816257401411690e+02 1.126095996720910541e+01 -1.218785534871907394e+01
1.926000000000000000e+03 2.375969988329437115e+02 1.125516743075898241e+01 -1.233235571296744126e+01
1.927000000000000000e+03 2.372243164767558028e+02 1.124843170388513514e+01 -1.247621533912171898e+01
1.928000000000000000e+03 2.368621270134314614e+02 1.124075302939635534e+01 -1.261954022146792020e+01
1.929000000000000000e+03 2.365112091786648989e+02 1.123205718021681854e+01 -1.276213905425281325e+01
1.930000000000000000e+03 2.361716007327292743e+02 1.122241831051429983e+01 -1.290396892048903688e+01
1.931000000000000000e+03 2.358425984319740678e+02 1.121183610586697021e+01 -1.304498671281014488e+01
1.932000000000000000e+03 2.355235008360639597e+02 1.120038435099497853e+01 -1.318514912140422801e+01
1.933000000000000000e+03 2.352158367860326962e+02 1.118791379652864926e+01 -1.332441262202469190e+01
1.934000000000000000e+03 2.349181655328836484e+02 1.117449786085227181e+01 -1.346265918058021605e+01
1.935000000000000000e+03 2.346312765573584898e+02 1.116013549697300178e+01 -1.359984480831801434e+01
1.936000000000000000e+03 2.343544753702301193e+02 1.114482547695186199e+01 -1.373592526659026625e+01
1.937000000000000000e+03 2.340878119936154178e+02 1.112864067638393095e+01 -1.387078177171631310e+01
1.938000000000000000e+03 2.338313381029872744e+02 1.111150522491774773e+01 -1.400444383395590542e+01
1.939000000000000000e+03 2.335843641699572686e+02 1.109349164134132515e+01 -1.413679211207165309e+01
1.940000000000000000e+03 2.333469451108591386e+02 1.107452370069730740e+01 -1.426785553602412193e+01
1.941000000000000000e+03 2.331191374309303797e+02 1.105467356946796720e+01 -1.439751416176576271e+01
1.942000000000000000e+03 2.329009992041261512e+02 1.103393895629252519e+01 -1.452564772717513364e+01
1.943000000000000000e+03 2.326925900534669722e+02 1.101231739674518373e+01 -1.465235849162557358e+01
1.944000000000000000e+03 2.324924854617858045e+02 1.098980625466201744e+01 -1.477745124066771432e+01
1.945000000000000000e+03 2.323014909280076949e+02 1.096640272351989509e+01 -1.490095325989305586e+01
1.946000000000000000e+03 2.321196706084645029e+02 1.094210382786859626e+01 -1.502274290692070657e+01
1.947000000000000000e+03 2.319463472984628822e+02 1.091698070831938416e+01 -1.514284673506715784e+01
1.948000000000000000e+03 2.317815880839477529e+02 1.089095577257875824e+01 -1.526114234916432544e+01
1.949000000000000000e+03 2.316247186529956252e+02 1.086409983105607502e+01 -1.537758124607056409e+01
1.950000000000000000e+03 2.314758089472235838e+02 1.083633496450843126e+01 -1.549218880485761929e+01
1.951000000000000000e+03 2.313356733040690756e+02 1.080773164123285213e+01 -1.560484142420642861e+01
1.952000000000000000e+03 2.312028995809973821e+02 1.077828581273737107e+01 -1.571548935606764275e+01
1.953000000000000000e+03 2.310775628270482684e+02 1.074806753817553862e+01 -1.582415670386691176e+01
1.954000000000000000e+03 2.309597394310030438e+02 1.071707243776988250e+01 -1.593079284896978720e+01
1.955000000000000000e+03 2.308495071000597250e+02 1.068522169477206063e+01 -1.603527244189771039e+01
1.956000000000000000e+03 2.307462020026096354e+02 1.065258490799512359e+01 -1.613769252778150687e+01
1.957000000000000000e+03 2.306499044151117062e+02 1.061923152689856131e+01 -1.623800112052699873e+01
1.958000000000000000e+03 2.305606958628191023e+02 1.058515657024224055e+01 -1.633599719473387779e+01
1.959000000000000000e+03 2.304779162593438002e+02 1.055035491181233809e+01 -1.643185066237939296e+01
1.960000000000000000e+03 2.304016495500513315e+02 1.051474699921021383e+01 -1.652535953021272164e+01
1.961000000000000000e+03 2.303319808490661273e+02 1.047847599022174236e+01 -1.661661844395548471e+01
1.962000000000000000e+03 2.302675107398718808e+02 1.044153633773296264e+01 -1.670549869672620247e+01
1.963000000000000000e+03 2.302098122546809122e+02 1.040384807572934278e+01 -1.679201963976337453e+01
1.964000000000000000e+03 2.301574881619796713e+02 1.036547967236878875e+01 -1.687612582540151251e+01
1.965000000000000000e+03 2.301098851078943426e+02 1.032642518210823290e+01 -1.695776128433389829e+01
1.966000000000000000e+03 2.300685792509572991e+02 1.028675281541069886e+01 -1.703694380315539902e+01
1.967000000000000000e+03 2.300321763801155441e+02 1.024638209100751318e+01 -1.711361635168084661e+01
1.968000000000000000e+03 2.300000260515096784e+02 1.020545525624699756e+01 -1.718779564455842745e+01
1.969000000000000000e+03 2.299737072186646287e+02 1.016381730547883322e+01 -1.725942356916029752e+01
1.970000000000000000e+03 2.299510855109425336e+02 1.012168453454263606e+01 -1.732851574777122039e+01
1.971000000000000000e+03 2.299329987059703626e+02 1.007897599227433716e+01 -1.739493868255382480e+01
1.972000000000000000e+03 2.299195425103191042e+02 1.003568490110852451e+01 -1.745885545232531655e+01
1.973000000000000000e+03 2.299093276789403149e+02 9.991804376724958914e+00 -1.752005715708532918e+01
1.974000000000000000e+03 2.299031941434832618e+02 9.947401714756798796e+00 -1.757855718237430764e+01
1.975000000000000000e+03 2.299012396241944316e+02 9.902469827045978334e+00 -1.763444262889301939e+01
1.976000000000000000e+03 2.299020767457896284e+02 9.857075811960349654e+00 -1.768757717540159646e+01
1.977000000000000000e+03 2.299058043274434056e+02 9.811138107247481699e+00 -1.773797249342320370e+01
1.978000000000000000e+03 2.299125216617265153e+02 9.764649343949530547e+00 -1.778563967770924847e+01
1.979000000000000000e+03 2.299215856277739078e+02 9.717824916858702977e+00 -1.783051496048316409e+01
1.980000000000000000e+03 2.299338391438772646e+02 9.670434436484764973e+00 -1.787260827646369776e+01
1.981000000000000000e+03 2.299478969393201737e+02 9.622693134611360222e+00 -1.791192897764910796e+01
1.982000000000000000e+03 2.299646025110562562e+02 9.574519032829972076e+00 -1.794848583186738722e+01
1.983000000000000000e+03 2.299833138948067415e+02 9.525904363640460559e+00 -1.798228702158569803e+01
1.984000000000000000e+03 2.300033892811565863e+02 9.476989857566749720e+00 -1.801326585947144210e+01
1.985000000000000000e+03 2.300256726316016795e+02 9.427693329279037471e+00 -1.804142935470961717e+01
1.986000000000000000e+03 2.300487794495033143e+02 9.378006815256012985e+00 -1.806678392905638120e+01
1.987000000000000000e+03 2.300735537365250707e+02 9.328070860953181054e+00 -1.808933541663323652e+01
1.988000000000000000e+03 2.300993537641277840e+02 9.277803106966095115e+00 -1.810908906395374629e+01
1.989000000000000000e+03 2.301255376906953529e+02 9.227269710224339505e+00 -1.812597524667452120e+01
1.990000000000000000e+03 2.301529491792321949e+02 9.176388213665049420e+00 -1.814007232057771191e+01
1.991000000000000000e+03 2.301809460055951888e+02 9.125298967427243113e+00 -1.815130948825150270e+01
1.992000000000000000e+03 2.302088856776680927e+02 9.073919431513127520e+00 -1.815968965049837536e+01
1.993000000000000000e+03 2.302361253853754874e+02 9.022315596967914075e+00 -1.816528940744069587e+01
1.994000000000000000e+03 2.302642504567565993e+02 8.970553422529496501e+00 -1.816796192581582403e+01
1.995000000000000000e+03 2.302911316298317104e+02 8.918550271262237317e+00 -1.816785692499340499e+01
1.996000000000000000e+03 2.303183533560636818e+02 8.866297764684288651e+00 -1.816490069414738429e+01
1.997000000000000000e+03 2.303445282395554443e+02 8.813936069867640555e+00 -1.815909322814084348e+01
1.998000000000000000e+03 2.303690111678690471e+02 8.761456769000915301e+00 -1.815050822958199461e+01
1.999000000000000000e+03 2.303933849390868147e+02 8.708777146436940342e+00 -1.813907026054983262e+01
2.000000000000000000e+03 2.304155175399815789e+02 8.655963042715560718e+00 -1.812485187901112837e+01
2.001000000000000000e+03 2.304369905247928898e+02 8.603080285132524097e+00 -1.810777647263214973e+01
2.002000000000000000e+03 2.304564136674767099e+02 8.550120389958674849e+00 -1.808798957476927782e+01
2.003000000000000000e+03 2.304738817281232173e+02 8.497074867083028948e+00 -1.806541327063226632e+01
2.004000000000000000e+03 2.304894886781320906e+02 8.443935229297823142e+00 -1.804004336912455031e+01
2.005000000000000000e+03 2.305033276656157284e+02 8.390841562641041307e+00 -1.801194940607989636e+01
2.006000000000000000e+03 2.305147481471674666e+02 8.337636828679556800e+00 -1.798112608065519069e+01
2.007000000000000000e+03 2.305230986910421507e+02 8.284461135787092090e+00 -1.794764182589361567e+01
2.008000000000000000e+03 2.305292126166918365e+02 8.231306041346678981e+00 -1.791141596193548935e+01
2.009000000000000000e+03 2.305324366254379242e+02 8.178163121932335855e+00 -1.787251583390692389e+01
2.010000000000000000e+03 2.305328592775565824e+02 8.125098259947369783e+00 -1.783093396545196896e+01
2.011000000000000000e+03 2.305298252954234499e+02 8.072028796212265433e+00 -1.778666234643649346e+01
2.012000000000000000e+03 2.305234212078805172e+02 8.019020667029993277e+00 -1.773976672081520434e+01
2.013000000000000000e+03 2.305129896555618529e+02 7.966065556694277738e+00 -1.769023802415576441e+01
2.014000000000000000e+03 2.304993578723331211e+02 7.913229467472001843e+00 -1.763814095533944126e+01
2.015000000000000000e+03 2.304818663224723423e+02 7.860504155537936022e+00 -1.758346541442035615e+01
2.016000000000000000e+03 2.304598543488435780e+02 7.807955700883150385e+00 -1.752627507466564794e+01
2.017000000000000000e+03 2.304348886568614887e+02 7.755501659675849702e+00 -1.746663310426162141e+01
2.018000000000000000e+03 2.304048206138698163e+02 7.703208201106113151e+00 -1.740452788819578700e+01
2.019000000000000000e+03 2.303712145795832384e+02 7.651141543183501703e+00 -1.734002160082529187e+01
2.020000000000000000e+03 2.303326623715907431e+02 7.599219388504162787e+00 -1.727317592811922964e+01
2.021000000000000000e+03 2.302899830917224051e+02 7.547582344506558627e+00 -1.720390350658273704e+01
2.022000000000000000e+03 2.302432517675322572e+02 7.496103655071005178e+00 -1.713233934688536308e+01
2.023000000000000000e+03 2.301910564991792683e+02 7.444901759377457573e+00 -1.705854370615657700e+01
2.024000000000000000e+03 2.301342126167176900e+02 7.393954020359092105e+00 -1.698242781098058884e+01
2.025000000000000000e+03 2.300727913223595920e+02 7.343267579402485978e+00 -1.690405099809772338e+01
2.026000000000000000e+03 2.300053768379571011e+02 7.292864502270785643e+00 -1.682354643778953829e+01
2.027000000000000000e+03 2.299327805627274870e+02 7.242752068307157565e+00 -1.674082400695411721e+01
2.028000000000000000e+03 2.298550697158043761e+02 7.192945058071980036e+00 -1.665594171390305789e+01
2.029000000000000000e+03 2.297715673189015604e+02 7.143450899212283822e+00 -1.656895713884096111e+01
2.030000000000000000e+03 2.296823378490089738e+02 7.094291954066672901e+00 -1.647992744155064671e+01
2.031000000000000000e+03 2.295881872209983214e+02 7.045483237154076761e+00 -1.638883508577649906e+01
2.032000000000000000e+03 2.294876914300696171e+02 6.997024989349031721e+00 -1.629581069781826130e+01
2.033000000000000000e+03 2.293809107093554474e+02 6.948947250495141503e+00 -1.620083594080648837e+01
2.034000000000000000e+03 2.292686466773052132e+02 6.901257863452132213e+00 -1.610396637369368378e+01
2.035000000000000000e+03 2.291502138149534744e+02 6.853972189982565411e+00 -1.600518289292849872e+01
2.036000000000000000e+03 2.290256679532846817e+02 6.807090828173392616e+00 -1.590461459183588921e+01
2.037000000000000000e+03 2.288943205854364180e+02 6.760621899945344460e+00 -1.580216735216705182e+01
2.038000000000000000e+03 2.287569673540168935e+02 6.714588481847450829e+00 -1.569804383786556734e+01
2.039000000000000000e+03 2.286129166932668682e+02 6.668991465734677604e+00 -1.559214923647759221e+01
2.040000000000000000e+03 2.284622183164528906e+02 6.623846702931657227e+00 -1.548461125327604293e+01
2.041000000000000000e+03 2.283041775282338790e+02 6.579155293226180312e+00 -1.537540870352567524e+01
2.042000000000000000e+03 2.281395837122972807e+02 6.534933300645092480e+00 -1.526459437293242871e+01
2.043000000000000000e+03 2.279684818090407816e+02 6.491196899107140261e+00 -1.515222074424052856e+01
2.044000000000000000e+03 2.277901722985803872e+02 6.447954946402363774e+00 -1.503834000748194555e+01
2.045000000000000000e+03 2.276054396891416900e+02 6.405216414845931183e+00 -1.492300407036798582e+01
2.046000000000000000e+03 2.274135811606444975e+02 6.362990393552850676e+00 -1.480619028531182302e+01
2.047000000000000000e+03 2.272138922188694323e+02 6.321286090681283554e+00 -1.468809859408787943e+01
2.048000000000000000e+03 2.270078951851435534e+02 6.280127692341777035e+00 -1.456870583758118620e+01
2.049000000000000000e+03 2.267948821713601149e+02 6.239509794666751930e+00 -1.444806290066673782e+01
2.050000000000000000e+03 2.265748864058705863e+02 6.199449404392273877e+00 -1.432614615616857279e+01
2.051000000000000000e+03 2.263471965509543509e+02 6.159941371200243765e+00 -1.420308028288424929e+01
2.052000000000000000e+03 2.261125851982434654e+02 6.120995532581753551e+00 -1.407884101210241923e+01
2.053000000000000000e+03 2.258703375135330020e+02 6.082629286398201884e+00 -1.395347811988810527e+01
2.054000000000000000e+03 2.256204797297144182e+02 6.044837879052745500e+00 -1.382711548184903982e+01
2.055000000000000000e+03 2.253630363015690250e+02 6.007631549113142455e+00 -1.369965395040020972e+01
2.056000000000000000e+03 2.250987727315833808e+02 5.971013244070034531e+00 -1.357129135058437797e+01
2.057000000000000000e+03 2.248262242216564459e+02 5.935000907130174141e+00 -1.344192822337195459e+01
2.058000000000000000e+03 2.245468955111414573e+02 5.899590337137883722e+00 -1.331176210500681556e+01
2.059000000000000000e+03 2.242593181906105713e+02 5.864784903575110953e+00 -1.318076755380906029e+01
2.060000000000000000e+03 2.239649933771489145e+02 5.830602976433844731e+00 -1.304891901198649684e+01
2.061000000000000000e+03 2.236624490304068615e+02 5.797040785906743210e+00 -1.291641366741906438e+01
2.062000000000000000e+03 2.233531826302294121e+02 5.764109565496974064e+00 -1.278315148038078064e+01
2.063000000000000000e+03 2.230357184950814826e+02 5.731805839889390519e+00 -1.264932946275179582e+01
2.064000000000000000e+03 2.227108076270521906e+02 5.700148567884998130e+00 -1.251492170463576947e+01
2.065000000000000000e+03 2.223791992078188287e+02 5.669127145040754101e+00 -1.237990223593609862e+01
2.066000000000000000e+03 2.220394120958186193e+02 5.638753403119181939e+00 -1.224446788785691176e+01
2.067000000000000000e+03 2.216921918398458331e+02 5.609031897589249027e+00 -1.210851831929638145e+01
2.068000000000000000e+03 2.213382821786140937e+02 5.579959908430891957e+00 -1.197225029568666343e+01
2.069000000000000000e+03 2.209761965414883207e+02 5.551542297541087301e+00 -1.183556343169635028e+01
2.070000000000000000e+03 2.206074179006160705e+02 5.523791509339423200e+00 -1.169858018636665697e+01
2.071000000000000000e+03 2.202311989338302283e+02 5.496697857872026027e+00 -1.156134873961038423e+01
2.072000000000000000e+03 2.198467905388916108e+02 5.470266668966528911e+00 -1.142391728610924417e+01
2.073000000000000000e+03 2.194556703487864695e+02 5.444495995483835671e+00 -1.128633404558978626e+01
2.074000000000000000e+03 2.190570857328145848e+02 5.419398902570534915e+00 -1.114857298947469211e+01
2.075000000000000000e+03 2.186517679839266748e+02 5.394973754359092766e+00 -1.101075670141880991e+01
2.076000000000000000e+03 2.182382181567416808e+02 5.371211642320051993e+00 -1.087285925320041713e+01
2.077000000000000000e+03 2.178179069267472983e+02 5.348126098566792663e+00 -1.073500334850398907e+01
2.078000000000000000e+03 2.173900747599862484e+02 5.325708525561482887e+00 -1.059723748205551175e+01
2.079000000000000000e+03 2.169554461038293312e+02 5.303972765929388267e+00 -1.045953594913591900e+01
2.080000000000000000e+03 2.165140008982860422e+02 5.282903103627749175e+00 -1.032202170547262554e+01
2.081000000000000000e+03 2.160657174281031132e+02 5.262513690278688649e+00 -1.018466924248548366e+01
2.082000000000000000e+03 2.156105723404781713e+02 5.242803974511720533e+00 -1.004760173042625659e+01
2.083000000000000000e+03 2.151485406633643152e+02 5.223766129674191738e+00 -9.910868176876237001e+00
2.084000000000000000e+03 2.146795958243214386e+02 5.205414766511960778e+00 -9.774443435629628141e+00
2.085000000000000000e+03 2.142051953399175943e+02 5.187727505570112640e+00 -9.638451065965961462e+00
2.086000000000000000e+03 2.137230809903658724e+02 5.170719259824918979e+00 -9.502866207289555334e+00
2.087000000000000000e+03 2.132347071900053095e+02 5.154382806941858242e+00 -9.367738438175402749e+00
2.088000000000000000e+03 2.127407839977666129e+02 5.138711073320932243e+00 -9.233117501297472884e+00
2.089000000000000000e+03 2.122397914680880433e+02 5.123711989730463934e+00 -9.099053311756568618e+00
2.090000000000000000e+03 2.117324366823529829e+02 5.109378776782354414e+00 -8.965595965309281823e+00
2.091000000000000000e+03 2.112186824303730077e+02 5.095712228805899358e+00 -8.832721463000460460e+00
2.092000000000000000e+03 2.106984900672705123e+02 5.082705855921958893e+00 -8.700554569715784226e+00
2.093000000000000000e+03 2.101725623706167312e+02 5.070353311123141360e+00 -8.569145971634068104e+00
2.094000000000000000e+03 2.096408578927370741e+02 5.058655817313742808e+00 -8.438398000603864801e+00
2.095000000000000000e+03 2.091025909832988532e+02 5.047614737612932778e+00 -8.308510342960424566e+00
2.096000000000000000e+03 2.085592031522247396e+02 5.037216717275286193e+00 -8.179460062737934578e+00
2.097000000000000000e+03 2.080099060825807840e+02 5.027463395684337755e+00 -8.051254173238250544e+00
2.098000000000000000e+03 2.074546529939385948e+02 5.018356548219843560e+00 -7.923974214726998255e+00
2.099000000000000000e+03 2.068941386658683825e+02 5.009875799753339187e+00 -7.797642551660909582e+00
2.100000000000000000e+03 2.063275709565942293e+02 5.002030621628041906e+00 -7.672289235311518851e+00
2.101000000000000000e+03 2.057556418910868956e+02 4.994815770513149289e+00 -7.547952003382294883e+00
2.102000000000000000e+03 2.051782983522728614e+02 4.988211318233059188e+00 -7.424668835626615504e+00
2.103000000000000000e+03 2.045954857685322565e+02 4.982227189030679959e+00 -7.302470556185837403e+00
2.104000000000000000e+03 2.040071484144944236e+02 4.976858577505696601e+00 -7.181403133680706929e+00
2.105000000000000000e+03 2.034139722711848037e+02 4.972093375441359875e+00 -7.061490546648648170e+00
2.106000000000000000e+03 2.028151565464028749e+02 4.967919598626798994e+00 -6.942757075726145644e+00
2.107000000000000000e+03 2.022121278756497134e+02 4.964347670376294097e+00 -6.825249595772347355e+00
2.108000000000000000e+03 2.016033405031257644e+02 4.961358421543707209e+00 -6.708993012779508547e+00
2.109000000000000000e+03 2.009909618235163578e+02 4.958947659087839632e+00 -6.594027412572089908e+00
2.110000000000000000e+03 2.003734440587085430e+02 4.957111307833973690e+00 -6.480370925935615922e+00
2.111000000000000000e+03 1.997522098004058364e+02 4.955845408933717167e+00 -6.368064305526233149e+00
2.112000000000000000e+03 1.991264521927791975e+02 4.955138689971888333e+00 -6.257141219200513582e+00
2.113000000000000000e+03 1.984968491358678193e+02 4.954987420120501973e+00 -6.147605971612856379e+00
2.114000000000000000e+03 1.978625919742133306e+02 4.955380551887098584e+00 -6.039507794276836705e+00
2.115000000000000000e+03 1.972250997011839502e+02 4.956307147907476285e+00 -5.932851711825345653e+00
2.116000000000000000e+03 1.965835619784924404e+02 4.957763807730420247e+00 -5.827672831872622083e+00
2.117000000000000000e+03 1.959386533414560745e+02 4.959747237891883209e+00 -5.723991781161136494e+00
2.118000000000000000e+03 1.952895618894953884e+02 4.962239393626508566e+00 -5.621844425091367725e+00
2.119000000000000000e+03 1.946377034923126814e+02 4.965237190665893863e+00 -5.521244731970844200e+00
2.120000000000000000e+03 1.939815219762124059e+02 4.968730218567412926e+00 -5.422207063927774406e+00
2.121000000000000000e+03 1.933231746712471590e+02 4.972715595774061192e+00 -5.324761039327471579e+00
2.122000000000000000e+03 1.926611040932916978e+02 4.977175682899566134e+00 -5.228921824930832685e+00
2.123000000000000000e+03 1.919959806569459886e+02 4.982115222789007980e+00 -5.134712426338228219e+00
2.124000000000000000e+03 1.913292170385358020e+02 4.987509340346797160e+00 -5.042156264856374470e+00
2.125000000000000000e+03 1.906585111993274495e+02 4.993355539235353469e+00 -4.951269754179066673e+00
2.126000000000000000e+03 1.899860176044443278e+02 4.999651415035113011e+00 -4.862069733572731423e+00
2.127000000000000000e+03 1.893109189064922759e+02 5.006379796715640929e+00 -4.774580900856370214e+00
2.128000000000000000e+03 1.886338829897745768e+02 5.013531029815588624e+00 -4.688813531765517517e+00
2.129000000000000000e+03 1.879548344994231286e+02 5.021095546176249869e+00 -4.604778340843246554e+00
2.130000000000000000e+03 1.872729548756946087e+02 5.029063861977228989e+00 -4.522508770448180115e+00
2.131000000000000000e+03 1.865896537284037890e+02 5.037426575720902022e+00 -4.442016424368762983e+00
2.132000000000000000e+03 1.859041118610887224e+02 5.046181794513831420e+00 -4.363320784690363219e+00
2.133000000000000000e+03 1.852169954803761982e+02 5.055305418540996243e+00 -4.286419501603162097e+00
2.134000000000000000e+03 1.845282277250157108e+02 5.064803137334934036e+00 -4.211332966448668280e+00
2.135000000000000000e+03 1.838384743698484840e+02 5.074651000731527972e+00 -4.138074600993469687e+00
2.136000000000000000e+03 1.831476581894303592e+02 5.084839986668147738e+00 -4.066643431477964477e+00
2.137000000000000000e+03 1.824549589914012131e+02 5.095368570467865510e+00 -3.997053804135859867e+00
2.138000000000000000e+03 1.817617849895957818e+02 5.106227865710371461e+00 -3.929313101977270684e+00
2.139000000000000000e+03 1.810680586615185348e+02 5.117394193389767310e+00 -3.863436603035605099e+00
2.140000000000000000e+03 1.803737024505305726e+02 5.128873649460566675e+00 -3.799432624923285928e+00
2.141000000000000000e+03 1.796786387974776176e+02 5.140642675417081087e+00 -3.737302525796670327e+00
2.142000000000000000e+03 1.789835330067884911e+02 5.152700054064251134e+00 -3.677048133379345884e+00
2.143000000000000000e+03 1.782875647718802270e+02 5.165022336673919412e+00 -3.618686602043953648e+00
2.144000000000000000e+03 1.775921423801333674e+02 5.177615838634792134e+00 -3.562215499657360063e+00
2.145000000000000000e+03 1.768964457319333690e+02 5.190457209790818816e+00 -3.507649206300133660e+00
2.146000000000000000e+03 1.762003977092762739e+02 5.203530573277630467e+00 -3.454992171724011740e+00
2.147000000000000000e+03 1.755046642035702860e+02 5.216842379255615114e+00 -3.404247085774632087e+00
2.148000000000000000e+03 1.748091684726692563e+02 5.230369403441291531e+00 -3.355414134518055480e+00
2.149000000000000000e+03 1.741145768372806799e+02 5.244103314145999839e+00 -3.308494713107131613e+00
2.150000000000000000e+03 1.734200702015220941e+02 5.258035812470554404e+00 -3.263491424208939229e+00
2.151000000000000000e+03 1.727263154656059214e+02 5.272151210002363975e+00 -3.220406617756108147e+00
2.152000000000000000e+03 1.720332371879894708e+02 5.286441309910095754e+00 -3.179242470620445182e+00
2.153000000000000000e+03 1.713415031359083969e+02 5.300890519468087092e+00 -3.140000902544210604e+00
2.154000000000000000e+03 1.706502957554677380e+02 5.315490694338386390e+00 -3.102678346496295259e+00
2.155000000000000000e+03 1.699610263689705505e+02 5.330241135323966262e+00 -3.067268791526762683e+00
2.156000000000000000e+03 1.692721353513458666e+02 5.345111443357877690e+00 -3.033766825410638024e+00
2.157000000000000000e+03 1.685850348313921927e+02 5.360108371388372817e+00 -3.002168002885644338e+00
2.158000000000000000e+03 1.678996517021587636e+02 5.375216394308224288e+00 -2.972467950881292342e+00
2.159000000000000000e+03 1.672151704760409530e+02 5.390427419091156302e+00 -2.944663107807105717e+00
2.160000000000000000e+03 1.665330046445455423e+02 5.405718496486423774e+00 -2.918748417050856858e+00
2.161000000000000000e+03 1.658523396874601303e+02 5.421088959531092044e+00 -2.894717248826790268e+00
2.162000000000000000e+03 1.651738472670141959e+02 5.436530706931816503e+00 -2.872559167658609081e+00
2.163000000000000000e+03 1.644974567416217610e+02 5.452028199874629166e+00 -2.852267876570444560e+00
2.164000000000000000e+03 1.638230980195717450e+02 5.467565887217977760e+00 -2.833834527306708040e+00
2.165000000000000000e+03 1.631507015776087712e+02 5.483135630724044418e+00 -2.817252172967668944e+00
2.166000000000000000e+03 1.624809413145218002e+02 5.498729273633047754e+00 -2.802514277865563397e+00
2.167000000000000000e+03 1.618137488997080879e+02 5.514331209286239321e+00 -2.789610998786975937e+00
2.168000000000000000e+03 1.611490566269282567e+02 5.529940663203111839e+00 -2.778526209011492387e+00
2.169000000000000000e+03 1.604867974332155143e+02 5.545534548414607912e+00 -2.769239722105821588e+00
2.170000000000000000e+03 1.598276477530509680e+02 5.561119461061156066e+00 -2.761733229832665781e+00
2.171000000000000000e+03 1.591707990327365394e+02 5.576672250802909403e+00 -2.755988811656573834e+00
2.172000000000000000e+03 1.585176719253179272e+02 5.592199444902993477e+00 -2.751986701370090493e+00
2.173000000000000000e+03 1.578674593006318219e+02 5.607677818779190915e+00 -2.749711224866687509e+00
2.174000000000000000e+03 1.572208404410676792e+02 5.623106391884088673e+00 -2.749143366851026116e+00
2.175000000000000000e+03 1.565777525576052085e+02 5.638469283459342840e+00 -2.750267451387560236e+00
2.176000000000000000e+03 1.559381336464571177e+02 5.653757995170589190e+00 -2.753065937065806601e+00
2.177000000000000000e+03 1.553019225112110462e+02 5.668971408771716014e+00 -2.757523126166588678e+00
2.178000000000000000e+03 1.546690587855107992e+02 5.684086070448760353e+00 -2.763622931131240801e+00
2.179000000000000000e+03 1.540402257913052040e+02 5.699100758747646545e+00 -2.771350355190635995e+00
2.180000000000000000e+03 1.534153648925609730e+02 5.713999340729889020e+00 -2.780689258804837749e+00
2.181000000000000000e+03 1.527936755195515559e+02 5.728773055010927706e+00 -2.791624063113741450e+00
2.182000000000000000e+03 1.521765865337497701e+02 5.743413081476614224e+00 -2.804132167934633380e+00
2.183000000000000000e+03 1.515632992429423780e+02 5.757917967778083401e+00 -2.818190186473894521e+00
2.184000000000000000e+03 1.509545016020523747e+02 5.772271342501523073e+00 -2.833774831606730604e+00
2.185000000000000000e+03 1.503493968991176644e+02 5.786464198512948798e+00 -2.850863653566790390e+00
2.186000000000000000e+03 1.497486751217939229e+02 5.800494891323134894e+00 -2.869432954835269278e+00
2.187000000000000000e+03 1.491530273139642304e+02 5.814346852469528315e+00 -2.889461647678333023e+00
2.188000000000000000e+03 1.485609170975045572e+02 5.828018301414322089e+00 -2.910927980430769946e+00
2.189000000000000000e+03 1.479737805443983234e+02 5.841492530701068553e+00 -2.933808269390981938e+00
2.190000000000000000e+03 1.473915691935331438e+02 5.854775046320379595e+00 -2.958079864825553518e+00
2.191000000000000000e+03 1.468134929125841097e+02 5.867834139574692465e+00 -2.983722631247392787e+00
2.192000000000000000e+03 1.462402484297555532e+02 5.880682597646000431e+00 -3.010712256444559642e+00
2.193000000000000000e+03 1.456717908550728282e+02 5.893295990501520976e+00 -3.039028417138365690e+00
2.194000000000000000e+03 1.451073337063377835e+02 5.905672096493050915e+00 -3.068650316366995146e+00
2.195000000000000000e+03 1.445483202746567599e+02 5.917801187787498307e+00 -3.099554449287510671e+00
2.196000000000000000e+03 1.439947094740986984e+02 5.929673457577947282e+00 -3.131712368883419639e+00
2.197000000000000000e+03 1.434457187007382970e+02 5.941286447319510167e+00 -3.165097365590308076e+00
2.198000000000000000e+03 1.429013095258400483e+02 5.952630188934343813e+00 -3.199671833101190632e+00
2.199000000000000000e+03 1.423621877179884621e+02 5.963702060433135443e+00 -3.235418461321342587e+00
2.200000000000000000e+03 1.418283175940476042e+02 5.974491928146511199e+00 -3.272301602706733537e+00
2.201000000000000000e+03 1.412996648222825229e+02 5.984997001760572033e+00 -3.310300727471986448e+00
2.202000000000000000e+03 1.407761962857552192e+02 5.995206974746809969e+00 -3.349373377338543456e+00
2.203000000000000000e+03 1.402578802543301606e+02 6.005118881814052401e+00 -3.389507055330667207e+00
2.204000000000000000e+03 1.397454292867980143e+02 6.014722241747503695e+00 -3.430667186525455659e+00
2.205000000000000000e+03 1.392380717395769238e+02 6.024013913037596701e+00 -3.472826824506954235e+00
2.206000000000000000e+03 1.387357802838327245e+02 6.032990664447719809e+00 -3.515974072615215995e+00
2.207000000000000000e+03 1.382392719157171257e+02 6.041634317219056527e+00 -3.560074934937023539e+00
2.208000000000000000e+03 1.377477794596563854e+02 6.049941457362176145e+00 -3.605103022290443882e+00
